Frame,Timestamp (s)
109,3.632477777777778
110,3.6658000000000004
111,3.6991333333333336
112,3.7324555555555556
113,3.765777777777778
114,3.7991111111111113
115,3.8324333333333334
116,3.865755555555556
117,3.899077777777778
118,3.932411111111111
119,3.9657333333333336
120,3.9990555555555556
121,4.032388888888889
122,4.065711111111112
123,4.099033333333334
124,4.132366666666667
125,4.165688888888889
126,4.199011111111111
127,4.232333333333334
128,4.265666666666667
129,4.298988888888889
130,4.332311111111111
131,4.365644444444444
132,4.3989666666666665
133,4.432288888888889
134,4.465622222222223
135,4.498944444444445
136,4.532266666666667
137,4.565588888888889
138,4.598922222222223
139,4.632244444444445
140,4.665566666666667
141,4.6989
142,4.732222222222222
143,4.765544444444445
144,4.798866666666667
145,4.832200000000001
146,4.865522222222222
147,4.898844444444444
148,4.932177777777778
149,4.9655000000000005
150,4.9988222222222225
151,5.032155555555556
152,5.065477777777778
153,5.098800000000001
154,5.132122222222223
155,5.165455555555556
156,5.198777777777778
157,5.2321
158,5.265433333333333
159,5.298755555555556
160,5.332077777777778
161,5.3654
162,5.398733333333333
163,5.432055555555555
164,5.465377777777778
165,5.4987111111111115
166,5.532033333333334
167,5.565355555555556
168,5.598688888888889
169,5.632011111111112
170,5.665333333333334
171,5.698655555555556
172,5.731988888888889
173,5.765311111111111
174,5.798633333333334
175,5.831966666666667
176,5.865288888888889
177,5.898611111111111
178,5.9319444444444445
179,5.965266666666667
180,5.998588888888889
181,6.0319111111111114
182,6.065244444444445
183,6.098566666666667
184,6.13188888888889
185,6.165222222222223
186,6.198544444444445
187,6.231866666666667
188,6.265188888888889
189,6.298522222222222
190,6.331844444444445
191,6.365166666666667
192,6.3985
193,6.431822222222222
194,6.465144444444444
195,6.498466666666667
196,6.5318000000000005
197,6.5651222222222225
198,6.598444444444445
199,6.631777777777778
200,6.665100000000001
201,6.698422222222223
202,6.731755555555557
203,6.765077777777778
204,6.7984
205,6.831722222222223
206,6.865055555555556
207,6.898377777777778
208,6.9317
209,6.965033333333333
210,6.998355555555556
211,7.031677777777778
212,7.065011111111112
213,7.098333333333334
214,7.131655555555556
215,7.164977777777778
216,7.198311111111112
217,7.231633333333334
218,7.264955555555556
219,7.298288888888889
220,7.331611111111111
221,7.364933333333334
222,7.398255555555556
223,7.431588888888889
224,7.464911111111111
225,7.498233333333333
226,7.531566666666667
227,7.564888888888889
228,7.5982111111111115
229,7.631544444444445
230,7.664866666666667
231,7.69818888888889
232,7.731511111111112
233,7.764844444444445
234,7.798166666666667
235,7.831488888888889
236,7.864822222222222
237,7.898144444444445
238,7.931466666666667
239,7.964788888888889
240,7.998122222222222
241,8.031444444444444
242,8.064766666666667
243,8.0981
244,8.131422222222223
245,8.164744444444445
246,8.198077777777778
247,8.2314
248,8.264722222222222
249,8.298044444444445
250,8.331377777777778
251,8.364700000000001
252,8.398022222222222
253,8.431355555555555
254,8.464677777777778
255,8.498000000000001
256,8.531333333333334
257,8.564655555555555
258,8.597977777777778
259,8.6313
260,8.664633333333335
261,8.697955555555556
262,8.731277777777779
263,8.764611111111112
264,8.797933333333333
265,8.831255555555556
266,8.864577777777779
267,8.897911111111112
268,8.931233333333333
269,8.964555555555556
270,8.99788888888889
271,9.031211111111112
272,9.064533333333333
273,9.097855555555556
274,9.13118888888889
275,9.164511111111112
276,9.197833333333334
277,9.231166666666667
278,9.26448888888889
279,9.29781111111111
280,9.331144444444444
281,9.364466666666667
282,9.39778888888889
283,9.431111111111111
284,9.464444444444444
285,9.497766666666667
286,9.53108888888889
287,9.564422222222223
288,9.597744444444444
289,9.631066666666667
290,9.664400000000002
291,9.697722222222223
292,9.731044444444445
293,9.764366666666668
294,9.7977
295,9.831022222222222
296,9.864344444444445
297,9.897677777777778
298,9.931000000000001
299,9.96432222222222
300,9.997655555555555
301,10.030977777777778
302,10.064300000000001
303,10.097622222222222
304,10.130955555555555
305,10.164277777777778
306,10.197600000000001
307,10.230933333333335
308,10.264255555555556
309,10.297577777777779
310,10.3309
311,10.364233333333333
312,10.397555555555556
313,10.430877777777779
314,10.464211111111112
315,10.497533333333333
316,10.530855555555556
317,10.564177777777779
318,10.597511111111112
319,10.630833333333333
320,10.664155555555556
321,10.69748888888889
322,10.730811111111112
323,10.764133333333334
324,10.797466666666667
325,10.83078888888889
326,10.86411111111111
327,10.897433333333334
328,10.930766666666667
329,10.96408888888889
330,10.997411111111111
331,11.030744444444444
332,11.064066666666667
333,11.09738888888889
334,11.130722222222223
335,11.164044444444444
336,11.197366666666667
337,11.23068888888889
338,11.264022222222223
339,11.297344444444445
340,11.330666666666668
341,11.364
342,11.397322222222222
343,11.430644444444445
344,11.463966666666668
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
