k,nis,nees,trP_pred,trP_upd,varPx_pred,varPy_pred,varPz_pred,varPx_upd,varPy_upd,varPz_upd,Kx,Ky,Kz,pos_err,ang_err
10,0.05554473677599701,0.22879530467908316,0.5379329127373714,0.49377886042987545,0.005078165205967412,0.005078165205967412,0.005078165205967412,0.0033678933322455248,0.0033678933322455248,0.0033678933322455248,0.3367893332245525,0.0,0.0,0.02115272619773815,0.7527431693957629
11,nan,nan,0.49708365884409234,nan,0.0041361594703177755,0.0041361594703177755,0.0041361594703177755,nan,nan,nan,nan,nan,nan,0.025610025117143706,0.9246823427733086
12,0.06247974927828821,0.23257703177268266,0.5007724400667375,0.4609836732353241,0.005032419877866183,0.005032419877866183,0.005032419877866183,0.0033477110929265256,0.0033477110929265256,0.0033477110929265256,0.3347711092926525,0.0,0.0,0.020563924078139666,0.9073092754700744
13,nan,nan,0.464156152902952,nan,0.004071870982135845,0.004071870982135845,0.004071870982135845,nan,nan,nan,nan,nan,nan,0.024212109632112896,1.0843553427750405
14,0.07940102600001712,0.17751439884680567,0.46764009447273847,0.43396526420258497,0.004899851505397987,0.004899851505397987,0.004899851505397987,0.00328852371691278,0.00328852371691278,0.00328852371691278,0.328852371691278,0.0,0.0,0.017659449649172928,1.0681008804438192
15,nan,nan,0.43696125241780337,nan,0.003953853121985561,0.003953853121985561,0.003953853121985561,nan,nan,nan,nan,nan,nan,0.020476771815473627,1.2451084528237604
16,0.05149847811865639,0.13838309232173893,0.44020879535411955,0.41262387950331436,0.004703034100757598,0.004703034100757598,0.004703034100757598,0.0031986827130566654,0.0031986827130566654,0.0031986827130566654,0.3198682713056665,0.0,0.0,0.015433054408005218,1.2320073888229608
17,nan,nan,0.4154360334441675,nan,0.003802734026674389,0.003802734026674389,0.003802734026674389,nan,nan,nan,nan,nan,nan,0.017672060370067178,1.4106053922199608
18,0.04701652950116657,0.11141852086302184,0.41845234005419646,0.3961215920899739,0.004474836230017371,0.004474836230017371,0.004474836230017371,0.0030914589698345764,0.0030914589698345764,0.0030914589698345764,0.3091458969834577,0.0,0.0,0.013417341773948871,1.3694472110665787
19,nan,nan,0.39876148139106726,nan,0.003638088736865689,0.003638088736865689,0.003638088736865689,nan,nan,nan,nan,nan,nan,0.015228975551488796,1.5480174996884628
20,0.062176841283826854,0.07848740699959858,0.4015687777066919,0.3834680113811843,0.004240520842073909,0.004240520842073909,0.004240520842073909,0.002977784934343977,0.002977784934343977,0.002977784934343977,0.2977784934343977,0.0,0.0,0.01107748168133517,1.3987146264397639
21,nan,nan,0.38595475045133876,nan,0.0034733646243954672,0.0034733646243954672,0.0034733646243954672,nan,nan,nan,nan,nan,nan,0.012516920970645254,1.57764235696018
22,0.031099661645312023,0.07958910446824351,0.3885805983361487,0.3737762592711889,0.004015313919332111,0.004015313919332111,0.004015313919332111,0.0028649475441242618,0.0028649475441242618,0.0028649475441242618,0.28649475441242617,0.0,0.0,0.00993100873895595,1.5746247050789737
23,nan,nan,0.3761304791854425,nan,0.0033163541822088037,0.0033163541822088037,0.0033163541822088037,nan,nan,nan,nan,nan,nan,0.011138087359181816,1.7537388818370565
24,0.04343742249637191,0.07665788046809237,0.37860198071616463,0.36633389611606676,0.0038068546924494907,0.0038068546924494907,0.0038068546924494907,0.0027572207988335916,0.0027572207988335916,0.0027572207988335916,0.2757220798833592,0.0,0.0,0.009551193743027046,1.6251248816189323
25,nan,nan,0.36857498664951815,nan,0.0031709176433173994,0.0031709176433173994,0.0031709176433173994,nan,nan,nan,nan,nan,nan,0.01060442472119432,1.8038571758630588
26,0.03886751072818759,0.0756277241744404,0.37091642028781907,0.3605960874690185,0.0036180621894176942,0.0036180621894176942,0.0036180621894176942,0.002656811328288112,0.002656811328288112,0.002656811328288112,0.26568113282881123,0.0,0.0,0.008322227982309431,1.7207908619929222
27,nan,nan,0.36274117367024306,nan,0.0030385067286962868,0.0030385067286962868,0.0030385067286962868,nan,nan,nan,nan,nan,nan,0.00919978752187287,1.8997172824817505
28,0.026742133723617646,0.07213012930924244,0.3649733482601906,0.35615507057092133,0.0034492315920121317,0.0034492315920121317,0.0034492315920121317,0.0025646309742042997,0.0025646309742042997,0.0025646309742042997,0.25646309742042994,0.0,0.0,0.006697104019210852,1.8895132975014115
29,nan,nan,0.35821882070107675,nan,0.0029192143509227746,0.0029192143509227746,0.0029192143509227746,nan,nan,nan,nan,nan,nan,0.007406922983082901,2.068484447905268
30,0.03259305354091832,0.07909103957252879,0.36035919073389444,0.35270784908565134,0.0032993376951953477,0.0032993376951953477,0.0032993376951953477,0.00248082857267945,0.00248082857267945,0.00248082857267945,0.248082857267945,0.0,0.0,0.007430666936020153,1.9594981435579115
31,nan,nan,0.3547026392385382,nan,0.002812425290308389,0.002812425290308389,0.002812425290308389,nan,nan,nan,nan,nan,nan,0.008122614106716792,2.1383638831518414
32,0.04250793690957786,0.0830104036659894,0.35676570330537033,0.3500291039767125,0.003166779979252418,0.003166779979252418,0.003166779979252418,0.002405128652747656,0.002405128652747656,0.002405128652747656,0.24051286527476562,0.0,0.0,0.006152117578217028,2.0339493644612308
33,nan,nan,0.3519653074504071,nan,0.002717196477312519,0.002717196477312519,0.002717196477312519,nan,nan,nan,nan,nan,nan,0.006712033225278783,2.2129876591456314
34,0.04291861882540947,0.08622126690831239,0.353963070199707,0.34795040592817833,0.00304978406041249,0.00304978406041249,0.00304978406041249,0.002337037951198167,0.002337037951198167,0.002337037951198167,0.23370379511981668,0.0,0.0,0.0059089886520818525,2.0637841753738466
35,nan,nan,0.34983670157981506,nan,0.0026324698350770727,0.0026324698350770727,0.0026324698350770727,nan,nan,nan,nan,nan,nan,0.006412047599120428,2.242964898186825
36,0.04120989443314095,0.08835923260496746,0.3517791079033282,0.3463448831257229,0.0029466052762481014,0.0029466052762481014,0.0029466052762481014,0.0022759674936981018,0.0022759674936981018,0.0022759674936981018,0.2275967493698102,0.0,0.0,0.004884737853032038,2.129287899616786
37,nan,nan,0.34818853910693204,nan,0.0025571861541011385,0.0025571861541011385,0.0025571861541011385,nan,nan,nan,nan,nan,nan,0.005316828500048685,2.308188449568982
38,0.04955686467125553,0.0906612051419673,0.3500838493857763,0.34511610744471266,0.002855622913715909,0.002855622913715909,0.002855622913715909,0.002221302641561764,0.002221302641561764,0.002221302641561764,0.2221302641561764,0.0,0.0,0.005428895324468473,2.1291283075687257
39,nan,nan,0.3469232259758928,nan,0.002490342151955135,0.002490342151955135,0.002490342151955135,nan,nan,nan,nan,nan,nan,0.005852824951017028,2.3079703291780915
40,0.035541103458211494,0.09122955099735812,0.3487783275992984,0.3441900852987609,0.0027753760264236545,0.0027753760264236545,0.0027753760264236545,0.0021724417509772468,0.0021724417509772468,0.0021724417509772468,0.21724417509772467,0.0,0.0,0.0038117530975301083,2.2285648606892265
41,nan,nan,0.34596580712726277,nan,0.002431015693811221,0.002431015693811221,0.002431015693811221,nan,nan,nan,nan,nan,nan,0.004149832279069143,2.4074858016453504
42,0.03814584460807346,0.09536014359452809,0.34778646792429047,0.34350948260335934,0.0027045692928204528,0.0027045692928204528,0.0027045692928204528,0.0021288162002853937,0.0021288162002853937,0.0021288162002853937,0.21288162002853936,0.0,0.0,0.0038515181768617296,2.283887703116853
43,nan,nan,0.34525815497638457,nan,0.0023783736579604474,0.0023783736579604474,0.0023783736579604474,nan,nan,nan,nan,nan,nan,0.004172765126786242,2.463221521997882
44,0.040690204118805536,0.10104048112769853,0.3470492274017543,0.34302944301194904,0.0026420644664170217,0.0026420644664170217,0.0026420644664170217,0.002089899536136307,0.002089899536136307,0.002089899536136307,0.20898995361363065,0.0,0.0,0.004733406397101691,2.3177226958711468
45,nan,nan,0.34475475657567434,nan,0.002331670724044747,0.002331670724044747,0.002331670724044747,nan,nan,nan,nan,nan,nan,0.005065279687656185,2.497090472865864
46,0.045596069612495356,0.10181815079109713,0.34652034161885475,0.34271454060953355,0.002586865738438225,0.002586865738438225,0.002586865738438225,0.002055210401218757,0.002055210401218757,0.002055210401218757,0.2055210401218757,0.0,0.0,0.004811176477493357,2.347783813361226
47,nan,nan,0.3444196406560899,nan,0.0022902437500708648,0.0022902437500708648,0.0022902437500708648,nan,nan,nan,nan,nan,nan,0.005108248550874319,2.527128184456479
48,0.04327789977595149,0.10556752346208434,0.3461632194179804,0.3425365425431472,0.0025381033373676936,0.0025381033373676936,0.0025381033373676936,0.002024312026367901,0.002024312026367901,0.002024312026367901,0.20243120263679007,0.0,0.0,0.004365184897093929,2.3812944083910854
49,nan,nan,0.3442241194300473,nan,0.00225350432200128,0.00225350432200128,0.00225350432200128,nan,nan,nan,nan,nan,nan,0.0046416384884367355,2.560710165598765
50,0.04374004222720168,0.11336311971212007,0.3459486589857884,0.34247275289804735,0.0024950175072483128,0.0024950175072483128,0.0024950175072483128,0.001996809933080096,0.001996809933080096,0.001996809933080096,0.19968099330800954,0.0,0.0,0.00485515919845938,2.4095789166622166
51,nan,nan,0.344145115700842,nan,0.002220930867344965,0.002220930867344965,0.002220930867344965,nan,nan,nan,nan,nan,nan,0.005139036593627752,2.588997171291008
52,0.058804294067165336,0.10430115411443701,0.34585315459204113,0.3425047764658593,0.0024569438310779955,0.0024569438310779955,0.0024569438310779955,0.00197234880753683,0.00197234880753683,0.00197234880753683,0.19723488075368298,0.0,0.0,0.004964934356330397,2.389025420863461
53,nan,nan,0.3441639131828615,nan,0.0021920610465375567,0.0021920610465375567,0.0021920610465375567,nan,nan,nan,nan,nan,nan,0.005227572908681205,2.5684460340745456
54,0.05523532191857842,0.10269459041778448,0.3458576307811649,0.34261758809351783,0.0024233002459720155,0.0024233002459720155,0.0024233002459720155,0.001950609095805857,0.001950609095805857,0.001950609095805857,0.19506090958058572,0.0,0.0,0.005061269944218369,2.37302788113164
55,nan,nan,0.34426521507157776,nan,0.0021664847551591663,0.0021664847551591663,0.0021664847551591663,nan,nan,nan,nan,nan,nan,0.005305552781600208,2.5524256655567954
56,0.05536444994177785,0.11454594967449813,0.3459464881519994,0.34279882615682516,0.002393575781966373,0.002393575781966373,0.002393575781966373,0.0019313036238090497,0.0019313036238090497,0.0019313036238090497,0.19313036238090492,0.0,0.0,0.005225987160636844,2.370355872627567
57,nan,nan,0.34443642886588277,nan,0.002143837860161576,0.002143837860161576,0.002143837860161576,nan,nan,nan,nan,nan,nan,0.005462108120513005,2.549787906480916
58,0.06873155962318739,0.11116355815819595,0.34610687800695566,0.34303825171790553,0.0023673209071858785,0.0023673209071858785,0.0023673209071858785,0.0019141743995745883,0.0019141743995745883,0.0019141743995745883,0.19141743995745883,0.0,0.0,0.005005414451651402,2.315720581093575
59,nan,nan,0.34466711856335946,nan,0.0021237966813925525,0.0021237966813925525,0.0021237966813925525,nan,nan,nan,nan,nan,nan,0.005215157859115057,2.4951265196367216
60,0.061189989377337495,0.11515203061984122,0.34632814642373866,0.34332733112982444,0.0023441393015189507,0.0023441393015189507,0.0023441393015189507,0.00189898966972165,0.00189898966972165,0.00189898966972165,0.18989896697216496,0.0,0.0,0.004446279867997389,2.2984979600557263
61,nan,nan,0.3449485816415903,nan,0.002106073173643603,0.002106073173643603,0.002106073173643603,nan,nan,nan,nan,nan,nan,0.0046388222677359705,2.4779635618858458
62,0.042957245509436116,0.11565883578053113,0.3466014047198393,0.3436589113314796,0.0023236808663932677,0.0023236808663932677,0.0023236808663932677,0.0018855412531250753,0.0018855412531250753,0.0018855412531250753,0.18855412531250756,0.0,0.0,0.00401672961627096,2.3288971739085516
63,nan,nan,0.34527351979147325,nan,0.002090410739789623,0.002090410739789623,0.002090410739789623,nan,nan,nan,nan,nan,nan,0.004187203159990186,2.508373313695948
64,0.08428713053221615,0.1110601205712287,0.3469191949313239,0.3440269652655823,0.0023056357864064954,0.0023056357864064954,0.0023056357864064954,0.0018736421477331803,0.0018736421477331803,0.0018736421477331803,0.18736421477331805,0.0,0.0,0.0030549992943935864,2.231778656244982
65,nan,nan,0.34563578061699085,nan,0.002076580598202702,0.002076580598202702,0.002076580598202702,nan,nan,nan,nan,nan,nan,0.0031903134637699775,2.4112520960089308
66,0.033202789485096876,0.11509849011089116,0.3472752272527631,0.3444263907379694,0.002289729476793467,0.002289729476793467,0.002289729476793467,0.0018631243927029746,0.0018631243927029746,0.0018631243927029746,0.18631243927029742,0.0,0.0,0.003479263504827837,2.304815839088124
67,nan,nan,0.3460301534479241,nan,0.0020643786293545433,0.0020643786293545433,0.0020643786293545433,nan,nan,nan,nan,nan,nan,0.0036169973262491213,2.48431500769198
68,0.04669628135854391,0.1372291522886977,0.3476641723767598,0.34485285029756674,0.002275718272299768,0.002275718272299768,0.002275718272299768,0.0018538371619646404,0.0018538371619646404,0.0018538371619646404,0.18538371619646407,0.0,0.0,0.003493212879930261,2.3627500044081335
69,nan,nan,0.34645220670978055,nan,0.0020536226327025793,0.0020536226327025793,0.0020536226327025793,nan,nan,nan,nan,nan,nan,0.003610301635819571,2.542159818270925
70,0.0418681141390547,0.1469051737945851,0.348081496015351,0.3453026428242901,0.0022633857345593935,0.0022633857345593935,0.0022633857345593935,0.00184564506372898,0.00184564506372898,0.00184564506372898,0.18456450637289798,0.0,0.0,0.004499359407067389,2.407600426640395
71,nan,nan,0.34689815743194147,nan,0.0020441499329461035,0.0020441499329461035,0.0020441499329461035,nan,nan,nan,nan,nan,nan,0.004645604241718597,2.5870348020151015
72,0.057227189904696635,0.14489738099936472,0.34852332605785985,0.34577259979555913,0.0022525394749188933,0.0022525394749188933,0.0022525394749188933,0.001838426621297463,0.001838426621297463,0.001838426621297463,0.1838426621297463,0.0,0.0,0.003974080708981274,2.402199313960289
73,nan,nan,0.34736476578093123,nan,0.002035815283088161,0.002035815283088161,0.002035815283088161,nan,nan,nan,nan,nan,nan,0.00410107494733057,2.581432614332781
74,0.05529819176510588,0.14521802244787166,0.34898634515315197,0.3462600008914472,0.0022430084071617526,0.0022430084071617526,0.0022430084071617526,0.001832072912609998,0.001832072912609998,0.001832072912609998,0.18320729126099983,0.0,0.0,0.003949446964040849,2.392906807657472
75,nan,nan,0.34784924921266835,nan,0.0020284890196836927,0.0020284890196836927,0.0020284890196836927,nan,nan,nan,nan,nan,nan,0.004069031977214735,2.572036903843717
76,0.04400597853453518,0.1422667869369149,0.34946770323248977,0.346762504856723,0.0022346403596241685,0.0022346403596241685,0.0022346403596241685,0.001826486348547489,0.001826486348547489,0.001826486348547489,0.1826486348547489,0.0,0.0,0.003128457986616693,2.427952016391281
77,nan,nan,0.3483492121095697,nan,0.0020220554328297335,0.0020220554328297335,0.0020220554328297335,nan,nan,nan,nan,nan,nan,0.0032209697189506006,2.6071735732993573
78,0.04159396265771926,0.14601273531311265,0.3499649457776931,0.3472780924811239,0.0022272999888708653,0.0022272999888708653,0.0022272999888708653,0.0018215795726760002,0.0018215795726760002,0.0018215795726760002,0.1821579572676,0.0,0.0,0.003847115245672444,2.462464514465466
79,nan,nan,0.3488625877222609,nan,0.0020164113197216607,0.0020164113197216607,0.0020164113197216607,nan,nan,nan,nan,nan,nan,0.003953289043045184,2.641861446741623
80,0.03719196266434055,0.15311940357948636,0.35047595460603304,0.347805019270303,0.0022208669476456956,0.0022208669476456956,0.0022208669476456956,0.0018172744676461247,0.0018172744676461247,0.0018172744676461247,0.1817274467646125,0.0,0.0,0.003306620228104383,2.5460375038515477
81,nan,nan,0.34938758995521146,nan,0.0020114646959489488,0.0020114646959489488,0.0020114646959489488,nan,nan,nan,nan,nan,nan,0.003392377913878343,2.725039077192879
82,0.0835722684990499,0.145281767951603,0.3509988986728501,0.34834177591907084,0.0022152342684951575,0.0022152342684951575,0.0022152342684951575,0.0018135012557299575,0.0018135012557299575,0.0018135012557299575,0.18135012557299574,0.0,0.0,0.0019587931541528783,2.4639153548906796
83,nan,nan,0.34992267308145064,nan,0.0020071336431898837,0.0020071336431898837,0.0020071336431898837,nan,nan,nan,nan,nan,nan,0.002002401745121756,2.6433186484643536
84,0.048429721459149866,0.1404606876961948,0.35153219294654026,0.34888705510954393,0.002210306931553079,0.002210306931553079,0.002210306931553079,0.0018101976829438646,0.0018101976829438646,0.0018101976829438646,0.18101976829438646,0.0,0.0,0.0016851798476894284,2.472181123294997
85,nan,nan,0.35046649788773654,nan,0.0020033452756747345,0.0020033452756747345,0.0020033452756747345,nan,nan,nan,nan,nan,nan,0.0017200288520598358,2.651613342068581
86,0.06838152541072975,0.12976280815693997,0.35207446383288266,0.3494397234716331,0.0022060005907234516,0.0022060005907234516,0.0022060005907234516,0.0018073082778645856,0.0018073082778645856,0.0018073082778645856,0.18073082778645855,0.0,0.0,0.0014853803839113137,2.4157893545882176
87,nan,nan,0.3510179030705006,nan,0.002000034810820412,0.002000034810820412,0.002000034810820412,nan,nan,nan,nan,nan,nan,0.001524091863235475,2.595279555867834
88,0.06316578943689172,0.1315902865368783,0.35262451994943367,0.3499987977856147,0.002202240437131434,0.002202240437131434,0.002202240437131434,0.001804783677618754,0.001804783677618754,0.001804783677618754,0.1804783677618754,0.0,0.0,0.0007471811770062126,2.3875097241635648
89,nan,nan,0.3515758809484487,nan,0.001997144731896753,0.001997144731896753,0.001997144731896753,nan,nan,nan,nan,nan,nan,0.0007838705412764428,2.5669023548028114
90,0.06500527177393677,0.1396889338896263,0.35318132730004087,0.3505634246938743,0.0021989601824274787,0.0021989601824274787,0.0021989601824274787,0.0018025800146434334,0.0018025800146434334,0.0018025800146434334,0.18025800146434334,0.0,0.0,0.002354323934702275,2.3665176364097498
91,nan,nan,0.3521395567476227,nan,0.001994624032559559,0.001994624032559559,0.001994624032559559,nan,nan,nan,nan,nan,nan,0.0024373027772855017,2.545939611627682
92,0.05665724624258343,0.13664473981305705,0.3537439880924317,0.3511328633344295,0.002196101147495877,0.002196101147495877,0.002196101147495877,0.0018006583587139105,0.0018006583587139105,0.0018006583587139105,0.18006583587139108,0.0,0.0,0.002866988661662256,2.353030696732023
93,nan,nan,0.3527081708622788,nan,0.0019924275346636894,0.0019924275346636894,0.0019924275346636894,nan,nan,nan,nan,nan,nan,0.0029594841186184185,2.5325144265507564
94,0.0583519826380523,0.13876989732193867,0.35431172259172994,0.35170647042237546,0.002193611444480742,0.002193611444480742,0.002193611444480742,0.0017989842094514564,0.0017989842094514564,0.0017989842094514564,0.17989842094514563,0.0,0.0,0.0017971460927710212,2.349808590516995
95,nan,nan,0.3532810636100987,nan,0.0019905152720258792,0.0019905152720258792,0.0019905152720258792,nan,nan,nan,nan,nan,nan,0.001858805387681394,2.529237567734509
96,0.05240280414502052,0.14128387703164283,0.35488385351978063,0.3522836873944106,0.002191445241919836,0.002191445241919836,0.002191445241919836,0.0017975270350923053,0.0017975270350923053,0.0017975270350923053,0.17975270350923053,0.0,0.0,0.001991832003488336,2.34856136349462
97,nan,nan,0.3538576620905514,nan,0.0019888519338059083,0.0019888519338059083,0.0019888519338059083,nan,nan,nan,nan,nan,nan,0.0020537188751178284,2.5280660363881693
98,0.06195945120078214,0.14300988907595905,0.35545979260194277,0.3528640293017283,0.0021895621042696896,0.0021895621042696896,0.0021895621042696896,0.0017962598537504004,0.0017962598537504004,0.0017962598537504004,0.17962598537504004,0.0,0.0,0.0020908876099778235,2.3122680438642504
99,nan,nan,0.3544374688263888,nan,0.001987406361970568,0.001987406361970568,0.001987406361970568,nan,nan,nan,nan,nan,nan,0.0021511120573937783,2.4917683986035533
100,0.035503619000794504,0.1539973346372524,0.35603902893536504,0.35344707519211427,0.0021879263982959776,0.0021879263982959776,0.0021879263982959776,0.001795158853766853,0.001795158853766853,0.001795158853766853,0.1795158853766853,0.0,0.0,0.002101498736542454,2.374892326269642
101,nan,nan,0.355020051924641,nan,0.0019861510979424213,0.0019861510979424213,0.0019861510979424213,nan,nan,nan,nan,nan,nan,0.0021566141284692685,2.5543843253783343
102,0.05357148532360269,0.14813235779668504,0.3566211189100864,0.35403245976634395,0.002186506759757571,0.002186506759757571,0.002186506759757571,0.0017942030500306123,0.0017942030500306123,0.0017942030500306123,0.17942030500306128,0.0,0.0,0.002032968511059039,2.3658558148431377
103,nan,nan,0.35560503653840564,nan,0.0019850619740511594,0.0019850619740511594,0.0019850619740511594,nan,nan,nan,nan,nan,nan,0.002085899635134978,2.545286296195766
104,0.04261526669305047,0.15433340117806585,0.35720567746000553,0.35461986612944923,0.002185275614584446,0.002185275614584446,0.002185275614584446,0.0017933739733953238,0.0017933739733953238,0.0017933739733953238,0.1793373973395324,0.0,0.0,0.0030610205126281372,2.404024800747857
105,nan,nan,0.3561920974467489,nan,0.0019841177458285505,0.0019841177458285505,0.0019841177458285505,nan,nan,nan,nan,nan,nan,0.003138029871546592,2.583464293985017
106,0.051426416767128176,0.15929921322218074,0.35779237045740614,0.3552090194860519,0.002184208749380962,0.002184208749380962,0.002184208749380962,0.0017926553905208943,0.0017926553905208943,0.0017926553905208943,0.17926553905208942,0.0,0.0,0.0038845349025266418,2.4036253226449023
107,nan,nan,0.35678095259911385,nan,0.0019832997615415434,0.0019832997615415434,0.0019832997615415434,nan,nan,nan,nan,nan,nan,0.003977394955652694,2.5829881360658717
108,0.04877003110406589,0.16535017338348063,0.35838090809431955,0.3557996816522251,0.0021832849266101104,0.0021832849266101104,0.0021832849266101104,0.0017920330516456124,0.0017920330516456124,0.0017920330516456124,0.17920330516456123,0.0,0.0,0.003398135049649813,2.4228157755160895
109,nan,nan,0.3573713574942672,nan,0.001982591665659664,0.001982591665659664,0.001982591665659664,nan,nan,nan,nan,nan,nan,0.0034732441802792146,2.6021133395027105
110,0.042002076135085685,0.17412135249535723,0.35897103911805855,0.3563916462753854,0.0021824855402567877,0.0021824855402567877,0.0021824855402567877,0.0017914944639538513,0.0017914944639538513,0.0017914944639538513,0.17914944639538513,0.0,0.0,0.003407572032197398,2.4675107873731217
111,nan,nan,0.3579631002831713,nan,0.0019819791332158143,0.0019819791332158143,0.0019819791332158143,nan,nan,nan,nan,nan,nan,0.003478557834002684,2.6469989569356605
112,0.06239731181414423,0.1560349294315723,0.3595625458079696,0.35698473466943065,0.0021817943081485695,0.0021817943081485695,0.0021817943081485695,0.0017910286883510563,0.0017910286883510563,0.0017910286883510563,0.17910286883510562,0.0,0.0,0.0024405542237496427,2.443262406995648
113,nan,nan,0.358555997501139,nan,0.001981449632253841,0.001981449632253841,0.001981449632253841,nan,nan,nan,nan,nan,nan,0.0024868781545236067,2.622694643779951
114,0.05815834851094257,0.16070494848104327,0.36015523959671375,0.35757879218538957,0.0021811969974454425,0.0021811969974454425,0.0021811969974454425,0.0017906261575958982,0.0017906261575958982,0.0017906261575958982,0.17906261575958982,0.0,0.0,0.002555302567884392,2.4272941046435164
115,nan,nan,0.3591498903479087,nan,0.0019809922117689166,0.0019809922117689166,0.0019809922117689166,nan,nan,nan,nan,nan,nan,0.0026015802540526474,2.606671061377865
116,0.07057113425038078,0.14674798750077933,0.36074895725292133,0.3581736850487877,0.002180681180106471,0.002180681180106471,0.002180681180106471,0.0017902785138715943,0.0017902785138715943,0.0017902785138715943,0.1790278513871594,0.0,0.0,0.0013333995880710752,2.378944827534055
117,nan,nan,0.3597446414454017,nan,0.0019805973127429207,0.0019805973127429207,0.0019805973127429207,nan,nan,nan,nan,nan,nan,0.0013511915223554183,2.5583079607177486
118,0.07351387314889837,0.1372160898516061,0.36134355755340064,0.3587692976041493,0.002180236015409237,0.002180236015409237,0.002180236015409237,0.0017899784640059658,0.0017899784640059658,0.0017899784640059658,0.1789978464005966,0.0,0.0,0.0010785440801217793,2.314621322219369
119,nan,nan,0.36034013201231135,nan,0.001980256600059979,0.001980256600059979,0.001980256600059979,nan,nan,nan,nan,nan,nan,0.001087377602683074,2.4938579955114477
120,0.06096890813970059,0.13013958142833545,0.36193891838265985,0.3593655299148918,0.002179852056842799,0.002179852056842799,0.002179852056842799,0.001789719650673532,0.001789719650673532,0.001789719650673532,0.1789719650673532,0.0,0.0,0.0007850921483358931,2.3021379885882722
121,nan,nan,0.3609362594026493,nan,0.001979962813259383,0.001979962813259383,0.001979962813259383,nan,nan,nan,nan,nan,nan,0.0008039017188628605,2.4816210926051174
122,0.04580662286424475,0.1412208414774594,0.36253493420563354,0.3599622956735566,0.0021795210809207855,0.0021795210809207855,0.0021795210809207855,0.001789496538033014,0.001789496538033014,0.001789496538033014,0.17894965380330136,0.0,0.0,0.001785416383225437,2.3292031425455457
123,nan,nan,0.3615329349621944,nan,0.001979709634245605,0.001979709634245605,0.001979709634245605,nan,nan,nan,nan,nan,nan,0.0018195762026738608,2.508653522660129
124,0.05367165463170959,0.14322028778234772,0.3631315138664701,0.3605595203830747,0.0021792359356708276,0.0021792359356708276,0.0021792359356708276,0.0017893043103699396,0.0017893043103699396,0.0017893043103699396,0.17893043103699394,0.0,0.0,0.001520659499680172,2.3241875259643963
125,nan,nan,0.36213008216265147,nan,0.0019794915702288727,0.0019794915702288727,0.0019794915702288727,nan,nan,nan,nan,nan,nan,0.0015419132372803245,2.503672257769987
126,0.03956770014034554,0.14863301892701491,0.36372857867221997,0.3611571397747281,0.002178990406751696,0.002178990406751696,0.002178990406751696,0.0017891387824262707,0.0017891387824262707,0.0017891387824262707,0.17891387824262708,0.0,0.0,0.001633071253419334,2.3705313879468073
127,nan,nan,0.3627276349783948,nan,0.0019793038503151715,0.0019793038503151715,0.0019793038503151715,nan,nan,nan,nan,nan,nan,0.001663624132614282,2.5500351486200477
